,visit_date,visitors,missing,visit_day_name,fitted,forecast,95_lower,95_upper
149,2016-11-29,18.0,0.0,Tuesday,8.218646845252287,,,
150,2016-11-30,8.0,0.0,Wednesday,12.654460220963305,,,
151,2016-12-01,10.0,0.0,Thursday,10.672941966314044,,,
152,2016-12-02,17.0,0.0,Friday,13.168302836992801,,,
153,2016-12-05,15.0,0.0,Monday,9.729132760771005,,,
154,2016-12-06,19.0,0.0,Tuesday,11.913834030678228,,,
155,2016-12-07,10.0,0.0,Wednesday,14.849289074681511,,,
156,2016-12-08,7.0,0.0,Thursday,12.293513918605289,,,
157,2016-12-09,22.0,0.0,Friday,14.184921512441615,,,
158,2016-12-12,8.0,0.0,Monday,12.396730211506693,,,
159,2016-12-13,17.0,0.0,Tuesday,12.341406296646099,,,
160,2016-12-14,5.0,0.0,Wednesday,12.491378118548694,,,
161,2016-12-15,9.0,0.0,Thursday,11.930147308469234,,,
162,2016-12-16,21.0,0.0,Friday,14.848440526504879,,,
163,2016-12-19,7.0,0.0,Monday,10.070334727544477,,,
164,2016-12-20,7.0,0.0,Tuesday,12.761153327343816,,,
165,2016-12-21,18.0,0.0,Wednesday,10.930647949105158,,,
166,2016-12-22,6.0,0.0,Thursday,9.764600532509494,,,
167,2016-12-23,6.75,1.0,Friday,16.15101495408741,,,
168,2016-12-26,9.0,0.0,Monday,9.726920684463453,,,
169,2016-12-27,12.0,0.0,Tuesday,10.325253780142187,,,
170,2016-12-28,16.0,0.0,Wednesday,10.050415319294418,,,
171,2016-12-29,18.0,0.0,Thursday,9.34569385158731,,,
172,2016-12-30,16.571428571428573,1.0,Friday,15.542056306587972,,,
173,2017-01-02,12.285714285714285,1.0,Monday,11.203052666192274,,,
174,2017-01-03,10.857142857142858,1.0,Tuesday,12.892948091854386,,,
175,2017-01-04,9.428571428571429,1.0,Wednesday,12.865223205343622,,,
176,2017-01-05,8.0,0.0,Thursday,11.492997300917601,,,
177,2017-01-06,18.0,0.0,Friday,14.886563576500786,,,
178,2017-01-09,18.0,1.0,Monday,10.587336363840382,,,
179,2017-01-10,18.0,0.0,Tuesday,13.768146976412744,,,
180,2017-01-11,14.0,0.0,Wednesday,14.879102924689336,,,
181,2017-01-12,11.0,0.0,Thursday,13.171874605970206,,,
182,2017-01-13,17.0,0.0,Friday,16.77998834389247,,,
183,2017-01-16,5.0,0.0,Monday,13.12437870653449,,,
184,2017-01-17,10.0,0.0,Tuesday,12.138055463818487,,,
185,2017-01-18,14.0,0.0,Wednesday,11.902756079753408,,,
186,2017-01-19,14.0,0.0,Thursday,11.448515539087857,,,
187,2017-01-20,20.0,0.0,Friday,16.39027012019216,,,
188,2017-01-23,3.0,0.0,Monday,12.707285476178642,,,
189,2017-01-24,19.0,0.0,Tuesday,11.837381004182843,,,
190,2017-01-25,9.0,0.0,Wednesday,12.20658741302715,,,
191,2017-01-26,7.0,0.0,Thursday,11.536154677104024,,,
192,2017-01-27,9.0,0.0,Friday,15.643724597900663,,,
193,2017-01-30,23.0,0.0,Monday,8.80428203479328,,,
194,2017-01-31,8.0,0.0,Tuesday,11.603625856955874,,,
195,2017-02-01,21.0,0.0,Wednesday,12.63604840795892,,,
196,2017-02-02,17.0,0.0,Thursday,9.95805472259289,,,
197,2017-02-03,18.0,0.0,Friday,16.552717106663014,,,
198,2017-02-06,5.0,0.0,Monday,12.705161677808354,,,
199,2017-02-07,18.0,0.0,Tuesday,14.253858271645907,,,
200,2017-02-08,12.0,0.0,Wednesday,13.052576552877184,,,
201,2017-02-09,8.0,0.0,Thursday,12.663831925830983,,,
202,2017-02-10,23.0,0.0,Friday,16.79593046938388,,,
203,2017-02-13,6.0,0.0,Monday,10.013896221021993,,,
204,2017-02-14,4.0,0.0,Tuesday,14.767998351137024,,,
205,2017-02-15,12.0,0.0,Wednesday,13.897079360086423,,,
206,2017-02-16,13.0,0.0,Thursday,10.499447676598184,,,
207,2017-02-17,26.0,0.0,Friday,15.35803469032392,,,
208,2017-02-20,7.0,0.0,Monday,9.92134174523514,,,
209,2017-02-21,26.0,0.0,Tuesday,13.426387677356429,,,
210,2017-02-22,18.0,0.0,Wednesday,11.893298374916535,,,
211,2017-02-23,10.0,0.0,Thursday,13.465740799648593,,,
212,2017-02-24,11.0,0.0,Friday,19.194358514861385,,,
213,2017-02-27,6.0,0.0,Monday,11.925163143718462,,,
214,2017-02-28,21.0,0.0,Tuesday,14.227003180501503,,,
215,2017-03-01,13.0,0.0,Wednesday,13.16355896640941,,,
216,2017-03-02,26.0,0.0,Thursday,12.459466551689777,,,
217,2017-03-03,8.0,0.0,Friday,17.67683099080742,,,
218,2017-03-06,12.0,0.0,Monday,12.917499491687968,,,
219,2017-03-07,24.0,0.0,Tuesday,14.805529166181742,,,
220,2017-03-08,10.0,0.0,Wednesday,13.46316797816096,,,
221,2017-03-09,16.0,0.0,Thursday,14.952868728372886,,,
222,2017-03-10,22.0,0.0,Friday,17.2180149122757,,,
223,2017-03-13,10.0,0.0,Monday,10.986387635773758,,,
224,2017-03-14,12.0,0.0,Tuesday,16.995679450349208,,,
225,2017-03-15,8.0,0.0,Wednesday,15.27423108192568,,,
226,2017-03-16,24.0,0.0,Thursday,14.568245021130782,,,
227,2017-03-17,18.0,0.0,Friday,15.631844382679484,,,
228,2017-03-20,21.0,1.0,Monday,11.634859466734708,,,
229,2017-03-21,22.0,0.0,Tuesday,15.801721149192854,,,
230,2017-03-22,22.0,0.0,Wednesday,15.943006159911118,,,
231,2017-03-23,11.0,0.0,Thursday,17.391023883112478,,,
232,2017-03-24,10.0,0.0,Friday,20.758775898800295,,,
233,2017-03-27,14.0,0.0,Monday,14.024707453139602,,,
234,2017-03-28,31.0,0.0,Tuesday,16.877282059879047,,,
235,2017-03-29,8.0,0.0,Wednesday,16.736227963003298,,,
236,2017-03-30,10.0,0.0,Thursday,17.177012000524016,,,
237,2017-03-31,26.0,0.0,Friday,18.837555429865837,,,
238,2017-04-03,11.0,0.0,Monday,12.40495711953038,,,
239,2017-04-04,9.0,0.0,Tuesday,18.659589481162193,,,
240,2017-04-05,18.0,0.0,Wednesday,15.712484297331018,,,
241,2017-04-06,19.0,0.0,Thursday,14.040902304706382,,,
242,2017-04-07,26.0,0.0,Friday,18.42631904767543,,,
243,2017-04-10,3.0,0.0,Monday,13.588707426850107,,,
244,2017-04-11,25.0,0.0,Tuesday,19.11875680192545,,,
245,2017-04-12,12.0,0.0,Wednesday,13.719471314119943,,,
246,2017-04-13,23.0,0.0,Thursday,16.092729045742498,,,
247,2017-04-14,24.0,0.0,Friday,18.263428035850648,,,
248,2017-04-17,8.0,0.0,Monday,12.847128538602718,,,
249,2017-04-18,22.0,0.0,Tuesday,19.923257104328414,,,
250,2017-04-19,20.0,0.0,Wednesday,15.178061639241744,,,
251,2017-04-20,16.0,0.0,Thursday,16.530691256252215,,,
252,2017-04-21,17.0,0.0,Friday,21.211038981506462,,,
253,2017-04-24,,,Monday,,16.234920228097582,6.512210994280004,25.95762946191516
254,2017-04-25,,,Tuesday,,16.684729289047542,7.073399658410029,26.296058919685056
255,2017-04-26,,,Wednesday,,20.305776672326434,10.698178967204056,29.91337437744881
256,2017-04-27,,,Thursday,,12.840039207003707,3.020351664827487,22.659726749179928
257,2017-04-28,,,Friday,,19.182194072015953,9.599420691476308,28.7649674525556
258,2017-05-01,,,Monday,,20.30422981689786,10.696441325335886,29.91201830845983
259,2017-05-02,,,Tuesday,,12.840373005955689,3.0207535070164813,22.659992504894895
260,2017-05-03,,,Wednesday,,19.182122040888615,9.599344153576027,28.764899928201203
261,2017-05-04,,,Thursday,,16.201717331343346,6.47330107952885,25.93013358315784
262,2017-05-05,,,Friday,,16.691894206941328,7.081451283770656,26.302337130112
263,2017-05-08,,,Monday,,19.182122074593778,9.599344189390198,28.764899959797358
264,2017-05-09,,,Tuesday,,16.201717324070042,6.473301070988359,25.930133577151725
265,2017-05-10,,,Wednesday,,16.69189420851085,7.081451285533605,26.302337131488095
266,2017-05-11,,,Thursday,,20.30423054037144,10.696442138122134,29.912018942620744
267,2017-05-12,,,Friday,,12.840372849835914,3.020753319076082,22.659992380595746
268,2017-05-15,,,Monday,,16.691894208510114,7.081451285532779,26.302337131487448
269,2017-05-16,,,Tuesday,,20.3042305403716,10.696442138122315,29.912018942620882
270,2017-05-17,,,Wednesday,,12.840372849835878,3.0207533190760394,22.659992380595718
271,2017-05-18,,,Thursday,,19.182122074578018,9.599344189373452,28.764899959782582
272,2017-05-19,,,Friday,,16.201717324073442,6.473301070992351,25.930133577154535
