,visit_date,visitors,missing,visit_day_name,fitted,forecast,95_lower,95_upper
136,2016-12-30,23.0,0.0,Friday,19.08048795722576,,,
137,2016-12-31,21.818181818181817,1.0,Saturday,32.58822031420062,,,
138,2017-01-01,20.636363636363637,1.0,Sunday,23.561298620290756,,,
139,2017-01-02,19.454545454545453,1.0,Monday,23.07685243254215,,,
140,2017-01-03,18.272727272727273,1.0,Tuesday,16.726689253832728,,,
141,2017-01-04,17.09090909090909,1.0,Wednesday,27.01406665358903,,,
142,2017-01-05,15.90909090909091,1.0,Thursday,9.638551294901088,,,
143,2017-01-06,14.727272727272727,1.0,Friday,5.798684638481863,,,
144,2017-01-07,13.545454545454545,1.0,Saturday,19.13925585315175,,,
145,2017-01-08,12.363636363636363,1.0,Sunday,15.48393565019004,,,
146,2017-01-09,11.181818181818182,1.0,Monday,14.82395647966209,,,
147,2017-01-10,10.0,0.0,Tuesday,11.023194031630855,,,
148,2017-01-11,12.0,0.0,Wednesday,16.15167123218815,,,
149,2017-01-12,22.0,0.0,Thursday,9.848660198102987,,,
150,2017-01-13,10.0,0.0,Friday,14.116122596336021,,,
151,2017-01-14,18.0,0.0,Saturday,12.608239974031855,,,
152,2017-01-15,8.0,0.0,Sunday,15.825951379475388,,,
153,2017-01-16,11.0,0.0,Monday,11.836156322282294,,,
154,2017-01-17,11.0,0.0,Tuesday,10.583135464289976,,,
155,2017-01-18,18.0,0.0,Wednesday,15.716604792315936,,,
156,2017-01-19,7.0,0.0,Thursday,17.2502689166647,,,
157,2017-01-20,18.0,0.0,Friday,6.975350529812818,,,
158,2017-01-21,10.0,0.0,Saturday,12.10445394534775,,,
159,2017-01-22,18.0,0.0,Sunday,11.635302270586978,,,
160,2017-01-23,11.0,0.0,Monday,9.8170964762406,,,
161,2017-01-24,9.0,0.0,Tuesday,12.12567223574951,,,
162,2017-01-25,12.0,0.0,Wednesday,17.500778412631806,,,
163,2017-01-26,8.0,0.0,Thursday,13.84071116046501,,,
164,2017-01-27,6.0,0.0,Friday,11.171509573836165,,,
165,2017-01-28,18.0,0.0,Saturday,13.131518139149534,,,
166,2017-01-29,12.0,0.0,Sunday,8.849730515043534,,,
167,2017-01-30,11.0,0.0,Monday,11.005664610624748,,,
168,2017-01-31,11.0,0.0,Tuesday,9.585272834005513,,,
169,2017-02-01,9.0,0.0,Wednesday,14.48556859214604,,,
170,2017-02-02,11.0,0.0,Thursday,12.075538453503585,,,
171,2017-02-03,16.0,0.0,Friday,8.381439613597985,,,
172,2017-02-04,16.0,0.0,Saturday,12.82772592841608,,,
173,2017-02-05,12.0,0.0,Sunday,12.723732398213226,,,
174,2017-02-06,11.0,0.0,Monday,12.004145143745053,,,
175,2017-02-07,11.0,1.0,Tuesday,10.536451283406961,,,
176,2017-02-08,11.0,0.0,Wednesday,13.998759617122294,,,
177,2017-02-09,5.0,0.0,Thursday,11.97331109574311,,,
178,2017-02-10,18.0,0.0,Friday,11.242388634728488,,,
179,2017-02-11,24.0,0.0,Saturday,11.94532909373448,,,
180,2017-02-12,11.0,0.0,Sunday,14.195077914602807,,,
181,2017-02-13,13.0,0.0,Monday,13.131630797330686,,,
182,2017-02-14,17.0,0.0,Tuesday,11.446173711957744,,,
183,2017-02-15,10.0,0.0,Wednesday,14.814160493232587,,,
184,2017-02-16,12.0,0.0,Thursday,12.491623990204806,,,
185,2017-02-17,18.0,0.0,Friday,13.231397261305382,,,
186,2017-02-18,29.0,0.0,Saturday,17.743919387846518,,,
187,2017-02-19,7.0,0.0,Sunday,16.99776911872791,,,
188,2017-02-20,8.5,1.0,Monday,15.441685245578705,,,
189,2017-02-21,10.0,0.0,Tuesday,13.085951230602937,,,
190,2017-02-22,12.0,0.0,Wednesday,13.721237196949689,,,
191,2017-02-23,18.0,0.0,Thursday,11.324358788555758,,,
192,2017-02-24,17.0,0.0,Friday,13.936307921132745,,,
193,2017-02-25,15.0,0.0,Saturday,20.23075593604817,,,
194,2017-02-26,11.0,0.0,Sunday,13.023349412888212,,,
195,2017-02-27,6.0,0.0,Monday,11.999229455433015,,,
196,2017-02-28,14.0,0.0,Tuesday,11.525891103488977,,,
197,2017-03-01,8.0,0.0,Wednesday,12.437321826815305,,,
198,2017-03-02,10.0,0.0,Thursday,12.076187469399649,,,
199,2017-03-03,16.0,0.0,Friday,13.200990894548129,,,
200,2017-03-04,10.0,0.0,Saturday,16.997388927544648,,,
201,2017-03-05,12.0,0.0,Sunday,10.94288428992373,,,
202,2017-03-06,6.0,0.0,Monday,8.824813374980135,,,
203,2017-03-07,12.0,0.0,Tuesday,10.829366243165753,,,
204,2017-03-08,15.0,0.0,Wednesday,10.186327687646745,,,
205,2017-03-09,11.0,0.0,Thursday,9.984227374235129,,,
206,2017-03-10,15.0,0.0,Friday,13.543790051096783,,,
207,2017-03-11,20.0,0.0,Saturday,16.096121047604143,,,
208,2017-03-12,16.0,0.0,Sunday,10.986411798599699,,,
209,2017-03-13,19.0,0.0,Monday,10.630114936655675,,,
210,2017-03-14,28.0,0.0,Tuesday,13.891974089511304,,,
211,2017-03-15,18.0,0.0,Wednesday,20.874769879012167,,,
212,2017-03-16,15.0,0.0,Thursday,16.911823727894667,,,
213,2017-03-17,19.0,0.0,Friday,18.50106255146972,,,
214,2017-03-18,23.0,0.0,Saturday,22.239327228219786,,,
215,2017-03-19,17.0,1.0,Sunday,17.94851841035673,,,
216,2017-03-20,11.0,0.0,Monday,15.475617191529786,,,
217,2017-03-21,16.0,0.0,Tuesday,16.05085908936972,,,
218,2017-03-22,16.0,0.0,Wednesday,16.163708723215812,,,
219,2017-03-23,22.0,0.0,Thursday,15.248019057269687,,,
220,2017-03-24,23.0,0.0,Friday,20.406619690437836,,,
221,2017-03-25,20.0,0.0,Saturday,24.27300911242001,,,
222,2017-03-26,17.5,1.0,Sunday,17.231369434342703,,,
223,2017-03-27,15.0,0.0,Monday,15.246753569775581,,,
224,2017-03-28,23.0,0.0,Tuesday,17.508847792500998,,,
225,2017-03-29,24.0,0.0,Wednesday,19.38094023609526,,,
226,2017-03-30,16.0,0.0,Thursday,20.804362638077762,,,
227,2017-03-31,14.0,0.0,Friday,20.288858078108742,,,
228,2017-04-01,17.0,0.0,Saturday,20.88108866919334,,,
229,2017-04-02,15.0,1.0,Sunday,15.607195635849719,,,
230,2017-04-03,13.0,0.0,Monday,13.619642573010807,,,
231,2017-04-04,13.0,0.0,Tuesday,16.566714906739055,,,
232,2017-04-05,14.0,0.0,Wednesday,15.088045395077996,,,
233,2017-04-06,15.0,0.0,Thursday,14.17368562771839,,,
234,2017-04-07,16.0,0.0,Friday,16.64950292327278,,,
235,2017-04-08,15.0,0.0,Saturday,19.022967548007273,,,
236,2017-04-09,15.0,1.0,Sunday,13.250766207279945,,,
237,2017-04-10,15.0,0.0,Monday,12.174196503998726,,,
238,2017-04-11,5.0,0.0,Tuesday,15.935921434375558,,,
239,2017-04-12,13.0,0.0,Wednesday,12.096761104619326,,,
240,2017-04-13,22.0,0.0,Thursday,12.32265055321026,,,
241,2017-04-14,22.0,0.0,Friday,17.51407790272819,,,
242,2017-04-15,19.0,0.0,Saturday,21.150471336474062,,,
243,2017-04-16,12.5,1.0,Sunday,15.694553892589187,,,
244,2017-04-17,6.0,0.0,Monday,12.487659351093734,,,
245,2017-04-18,21.0,0.0,Tuesday,12.031809879965452,,,
246,2017-04-19,15.0,0.0,Wednesday,15.890854834414496,,,
247,2017-04-20,17.0,0.0,Thursday,15.330570185620964,,,
248,2017-04-21,19.0,0.0,Friday,17.478668273507033,,,
249,2017-04-22,10.0,0.0,Saturday,19.457426215387613,,,
250,2017-04-23,,,Sunday,,12.723865508860955,4.0381460303441425,21.40958498737777
251,2017-04-24,,,Monday,,10.965567966100892,2.467983550966945,19.46315238123484
252,2017-04-25,,,Tuesday,,14.077971527844248,5.623022335885244,22.53292071980325
253,2017-04-26,,,Wednesday,,13.874756859795333,5.393584517090455,22.355929202500214
254,2017-04-27,,,Thursday,,14.329289557589874,5.869239357454896,22.789339757724854
255,2017-04-28,,,Friday,,16.042575943256857,7.593413657028986,24.491738229484728
256,2017-04-29,,,Saturday,,16.520881481362515,8.054885461290565,24.986877501434464
257,2017-04-30,,,Sunday,,12.844382002715491,4.180355431868264,21.50840857356272
258,2017-05-01,,,Monday,,10.967795306887947,2.4692389527006853,19.46635166107521
259,2017-05-02,,,Tuesday,,14.078012692724034,5.623070240586067,22.532955144862
260,2017-05-03,,,Wednesday,,13.874757620589254,5.39358449644104,22.355930744737467
261,2017-05-04,,,Thursday,,14.329289571650584,5.869239358124343,22.789339785176825
262,2017-05-05,,,Friday,,16.04257594351672,7.593413657081864,24.491738229951576
263,2017-05-06,,,Saturday,,16.52088148136732,8.05488546128806,24.98687750144658
264,2017-05-07,,,Sunday,,12.84438200271558,4.180355431868167,21.508408573562996
265,2017-05-08,,,Monday,,10.967795306887949,2.4692389527006853,19.466351661075212
266,2017-05-09,,,Tuesday,,14.078012692724034,5.623070240586067,22.532955144862
267,2017-05-10,,,Wednesday,,13.874757620589254,5.39358449644104,22.355930744737467
268,2017-05-11,,,Thursday,,14.329289571650584,5.869239358124343,22.789339785176825
269,2017-05-12,,,Friday,,16.04257594351672,7.593413657081864,24.491738229951576
270,2017-05-13,,,Saturday,,16.52088148136732,8.05488546128806,24.98687750144658
271,2017-05-14,,,Sunday,,12.84438200271558,4.180355431868167,21.508408573562996
272,2017-05-15,,,Monday,,10.967795306887949,2.4692389527006853,19.466351661075212
273,2017-05-16,,,Tuesday,,14.078012692724034,5.623070240586067,22.532955144862
274,2017-05-17,,,Wednesday,,13.874757620589254,5.39358449644104,22.355930744737467
275,2017-05-18,,,Thursday,,14.329289571650584,5.869239358124343,22.789339785176825
276,2017-05-19,,,Friday,,16.04257594351672,7.593413657081864,24.491738229951576
277,2017-05-20,,,Saturday,,16.52088148136732,8.05488546128806,24.98687750144658
278,2017-05-21,,,Sunday,,12.84438200271558,4.180355431868167,21.508408573562996
279,2017-05-22,,,Monday,,10.967795306887949,2.4692389527006853,19.466351661075212
