,visit_date,visitors,missing,visit_day_name,fitted,forecast,95_lower,95_upper
93,2017-04-23,,,Sunday,,32.74396251125855,23.10159358569431,42.38633143682279
94,2017-04-24,,,Monday,,19.96096304567155,10.341767080225692,29.58015901111741
95,2017-04-25,,,Tuesday,,20.347297355679732,10.77928492256914,29.915309788790324
96,2017-04-27,,,Thursday,,24.592346500014333,15.151054305334434,34.03363869469423
97,2017-04-28,,,Friday,,38.27466767444933,28.85637406632465,47.69296128257402
98,2017-04-29,,,Saturday,,32.74396251125855,23.10159358569431,42.38633143682279
99,2017-04-30,,,Sunday,,19.96096304567155,10.341767080225692,29.58015901111741
100,2017-05-01,,,Monday,,20.347297355679732,10.77928492256914,29.915309788790324
101,2017-05-02,,,Tuesday,,21.708569682540976,12.23101729088821,31.18612207419374
102,2017-05-04,,,Thursday,,38.27466767444933,28.85637406632465,47.69296128257402
103,2017-05-05,,,Friday,,32.74396251125855,23.10159358569431,42.38633143682279
104,2017-05-06,,,Saturday,,19.96096304567155,10.341767080225692,29.58015901111741
105,2017-05-07,,,Sunday,,20.347297355679732,10.77928492256914,29.915309788790324
106,2017-05-08,,,Monday,,21.708569682540976,12.23101729088821,31.18612207419374
107,2017-05-09,,,Tuesday,,24.592346500014333,15.151054305334434,34.03363869469423
108,2017-05-11,,,Thursday,,32.74396251125855,23.10159358569431,42.38633143682279
109,2017-05-12,,,Friday,,19.96096304567155,10.341767080225692,29.58015901111741
110,2017-05-13,,,Saturday,,20.347297355679732,10.77928492256914,29.915309788790324
111,2017-05-14,,,Sunday,,21.708569682540976,12.23101729088821,31.18612207419374
112,2017-05-15,,,Monday,,24.592346500014333,15.151054305334434,34.03363869469423
113,2017-05-16,,,Tuesday,,38.27466767444933,28.85637406632465,47.69296128257402
114,2017-05-18,,,Thursday,,19.96096304567155,10.341767080225692,29.58015901111741
115,2017-05-19,,,Friday,,20.347297355679732,10.77928492256914,29.915309788790324
116,2017-05-20,,,Saturday,,21.708569682540976,12.23101729088821,31.18612207419374
117,2017-05-21,,,Sunday,,24.592346500014333,15.151054305334434,34.03363869469423
118,2017-05-22,,,Monday,,38.27466767444933,28.85637406632465,47.69296128257402
